source,source_id,seq,name_raw,표준명,근거
mfds,1099,2,슈가파우더,설탕,"가루→원물 통합(D-027, 슈가파우더)"
mfds,1099,3,박력분,박력분,그대로
mfds,1099,4,아몬드가루,아몬드가루,그대로
mfds,1099,5,백년초가루,백년초가루,그대로
mfds,1099,6,우유,우유,그대로
mfds,1099,7,버터,버터,그대로
mfds,1133,1,비트,비트,그대로
mfds,1133,2,무첨가두유,두유,수식 제거(무첨가)
mfds,1133,3,타가토스,타가토스,어휘없음 — 349종에 타가토스 없음
mfds,3196,1,강력 쌀가루,쌀가루,표기 통합(강력 수식 제거)
mfds,3196,2,불린밥,쌀,"조리 단계 통합(밥→쌀, D-021)"
mfds,3196,3,물,물,그대로
mfds,3196,4,이스트,이스트,그대로
mfds,3196,5,소금,소금,그대로
mfds,3196,6,코코넛 오일,코코넛 오일,어휘없음 — 결과물이 달라지는 유지라 식용유로 접을 수 없음(D-022)
mfds,3196,7,단호박,단호박,그대로
mfds,3196,8,옥수수,옥수수,그대로
mfds,3233,1,가지,가지,그대로
mfds,3233,2,양배추,양배추,그대로
mfds,3233,3,빨강 파프리카,파프리카,색 수식 제거(빨강)
mfds,3233,4,당근,당근,그대로
mfds,3233,5,청경채,청경채,그대로
mfds,3233,6,달걀지단,계란,조리 단계 통합(지단)
mfds,3233,7,구운 김,김,가공 상태 통합(구운)
mfds,3233,8,불린 라이스페이퍼,라이스페이퍼,가공 상태 통합(불린)
mfds,3233,9,깻잎,깻잎,그대로
mfds,3233,10,찐 고구마,고구마,조리 단계 통합(찐)
mfds,3233,11,우유,우유,그대로
mfds,3233,12,무염 버터,무염버터,표기 통합(띄어쓰기)
mfds,3233,13,다진 마늘,마늘,가공 상태 통합(다진)
mfds,3233,14,무염 치즈,무염 치즈,판별불가 — 치즈 종류 명시 없음
mfds,3233,15,생크림,생크림,그대로
mfds,3233,16,후춧가루,후추,가루 표기 통합
mfds,3233,17,식용 꽃,식용꽃,표기 통합(띄어쓰기)
mfds,3233,18,파슬리가루,파슬리가루,그대로
mfds,3233,19,식용유,식용유,그대로
mfds,3097,1,낙지,낙지,그대로
mfds,3097,2,가지,가지,그대로
mfds,3097,3,오이,오이,그대로
mfds,3097,4,표고버섯,표고버섯,그대로
mfds,3097,5,당근,당근,그대로
mfds,3097,6,미나리,미나리,그대로
mfds,3097,7,홍고추,홍고추,그대로
mfds,3097,8,설탕,설탕,그대로
mfds,3097,9,식초,식초,그대로
mfds,3097,10,물,물,그대로
mfds,3097,11,사과,사과,그대로
mfds,3097,12,간장,간장,그대로
mfds,3097,13,고춧가루,고춧가루,그대로
mfds,3097,14,깨,깨,그대로
